年月日时分	站点名称	气温	降水	瞬时风向	瞬时风速	瞬时能见度	相对湿度	瞬时气压	一小时最高气温	一小时最低气温	一小时最大风速	一小时最大风速时风向
201412170950	交大	4.4	0	333	4.8	////	////	////	4.4	3.3	7.9	333
201412171000	交大	4.4	0	322	2.7	////	////	////	4.6	3.3	7.9	333
201412171010	交大	4.5	0	268	1.8	////	////	////	4.6	4.4	8.2	333
201412171020	交大	4.8	0	310	1.2	////	////	////	4.8	4.4	8.2	333
201412171040	交大	4.9	0	353	4	////	////	////	5	4.4	9.4	330
201412171050	交大	5.2	0	344	2.8	////	////	////	5.2	4.4	9.4	330
201412171100	交大	5.8	0	341	6.5	////	////	////	5.8	4.4	9.4	330
201412171110	交大	5.4	0	32	1.7	////	////	////	5.7	5.3	7.1	347
201412171120	交大	5.6	0	333	2.8	////	////	////	5.9	5.3	7.8	333
201412171130	交大	6.2	0	260	1.9	////	////	////	6.2	5.3	7.8	333
201412171140	交大	6.5	0	336	4.7	////	////	////	6.5	5.3	7.8	333
201412171150	交大	6.5	0	344	5.2	////	////	////	6.6	5.3	7.8	333
201412171200	交大	7	0	322	4.3	////	////	////	7	5.3	7.8	333
201412171210	交大	6.2	0	277	0.9	////	////	////	7	6.2	9.8	324
201412171220	交大	6.6	0	243	2.2	////	////	////	7	6.2	9.8	324
201412171230	交大	6.7	0	338	4.9	////	////	////	7.1	6.2	9.8	324
201412171240	交大	6.9	0	319	4.4	////	////	////	7.1	6.2	9.8	324
201412171250	交大	6.9	0	344	5	////	////	////	7.1	6.2	9.8	324
201412171300	交大	7	0	344	2.4	////	////	////	7.1	6.2	9.8	324
201412171310	交大	7	0	327	2.5	////	////	////	7.2	6.7	8.3	313
201412171320	交大	7	0	341	3.6	////	////	////	7.6	6.7	8.3	313
201412171330	交大	6.8	0	358	1.9	////	////	////	7.6	6.6	10.5	347
201412171340	交大	6.9	0	336	4.6	////	////	////	7.6	6.6	11.7	327
201412171350	交大	6.8	0	9	2.2	////	////	////	7.6	6.6	11.7	327
201412171400	交大	6.8	0	18	6	////	////	////	7.6	6.6	11.7	327
201412171410	交大	6.8	0	125	3.4	////	////	////	6.8	6.5	10.6	49
201412171420	交大	6.6	0	26	3.9	////	////	////	7	6.5	10.6	49
201412171430	交大	6.6	0	319	2.4	////	////	////	7	6.5	10.6	49
201412171440	交大	6.7	0	15	1.3	////	////	////	7	6.5	10.6	49
201412171450	交大	6.5	0	23	2.6	////	////	////	7	6.4	10.6	49
201412171500	交大	7	0	344	2.8	////	////	////	7	6.4	10.6	49
201412171510	交大	6.7	0	313	3.7	////	////	////	7	6.6	6.4	18
201412171520	交大	6.7	0	358	1.6	////	////	////	7	6.6	6.4	18
201412171530	交大	6.4	0	322	3.2	////	////	////	7	6.4	7.4	330
201412171540	交大	6.1	0	7	4.2	////	////	////	7	6.1	7.4	330
201412171550	交大	6.1	0	9	2.8	////	////	////	7	6.1	7.4	330
201412171600	交大	6	0	358	1.3	////	////	////	7	6	7.4	330
201412171610	交大	5.9	0	347	0.6	////	////	////	6	5.9	4.1	29
201412171620	交大	5.7	0	353	0.6	////	////	////	6	5.7	4.6	7
201412171630	交大	5.6	0	85	0	////	////	////	6	5.6	4.6	7
201412171640	交大	5.4	0	35	1.3	////	////	////	6	5.4	4.6	7
201412171650	交大	5.1	0	35	1.1	////	////	////	6	5.1	4.6	7
201412171700	交大	4.8	0	4	1.3	////	////	////	6	4.8	4.6	7
201412171710	交大	4.5	0	21	0	////	////	////	4.8	4.5	2.8	344
201412171720	交大	4.5	0	341	1	////	////	////	4.8	4.5	2.8	23
201412171730	交大	4.4	0	7	0.4	////	////	////	4.8	4.4	2.8	23
201412171740	交大	3.6	0	355	0	////	////	////	4.8	3.6	2.8	23
201412171750	交大	2.4	0	32	0.4	////	////	////	4.8	2.4	2.8	23
201412171800	交大	1.8	0	330	0.8	////	////	////	4.8	1.8	2.8	23
201412171810	交大	1.4	0	35	0	////	////	////	1.8	1.4	0.8	333
201412171820	交大	0.9	0	32	0.2	////	////	////	1.8	0.9	0.8	333
201412171830	交大	0.6	0	32	0	////	////	////	1.8	0.6	0.8	333
201412171840	交大	0.3	0	330	0	////	////	////	1.8	0.3	0.8	333
201412171850	交大	0.1	0	265	0	////	////	////	1.8	0.1	0.8	333
201412171900	交大	-0.3	0	296	0.5	////	////	////	1.8	-0.3	0.8	333
201412171910	交大	-0.3	0	243	0	////	////	////	-0.3	-0.3	0.4	285
201412171920	交大	-0.7	0	296	0	////	////	////	-0.3	-0.7	0.4	285
201412171930	交大	-1.2	0	265	0	////	////	////	-0.3	-1.2	0.4	285
201412171940	交大	-1	0	302	0	////	////	////	-0.3	-1.2	0.4	285
201412171950	交大	-1.2	0	268	0	////	////	////	-0.3	-1.2	0.4	285
201412172000	交大	-1.5	0	299	0	////	////	////	-0.3	-1.5	0.4	285
201412172010	交大	-1.2	0	330	0	////	////	////	-1.2	-1.4	0	330
201412172020	交大	-1.6	0	237	0	////	////	////	-1.2	-1.6	0	237
201412172030	交大	-1.5	0	282	0	////	////	////	-1.2	-1.6	0	282
201412172040	交大	-1.7	0	293	0	////	////	////	-1.2	-1.7	0	293
201412172050	交大	-1.6	0	313	0	////	////	////	-1.2	-1.7	0	313
201412172100	交大	-1.5	0	299	0	////	////	////	-1.2	-1.7	0	299
201412172110	交大	-1.7	0	285	0	////	////	////	-1.5	-1.7	0	285
201412172120	交大	-1.8	0	285	0	////	////	////	-1.5	-2	0	285
201412172130	交大	-2	0	310	0	////	////	////	-1.5	-2	0.8	265
201412172140	交大	-2.1	0	257	0	////	////	////	-1.5	-2.1	0.8	265
201412172150	交大	-2	0	274	0	////	////	////	-1.5	-2.1	0.8	265
201412172200	交大	-1.9	0	265	0	////	////	////	-1.5	-2.1	0.8	265
201412172210	交大	-2.1	0	268	0	////	////	////	-1.9	-2.2	0	268
201412172220	交大	-2	0	302	0	////	////	////	-1.9	-2.2	0	302
201412172230	交大	-2.1	0	333	0	////	////	////	-1.9	-2.2	0	333
201412172240	交大	-2.3	0	237	0	////	////	////	-1.9	-2.3	0	237
201412172250	交大	-2.7	0	308	0	////	////	////	-1.9	-2.7	0	308
201412172300	交大	-2.6	0	265	0	////	////	////	-1.9	-2.7	0	265
201412172320	交大	-2.9	0	173	0	////	////	////	-2.4	-2.9	0	173
201412172330	交大	-3.1	0	313	0	////	////	////	-2.4	-3.1	0	313
201412172340	交大	-3.1	0	327	0	////	////	////	-2.4	-3.1	0	327
201412172350	交大	-3.2	0	277	0	////	////	////	-2.4	-3.2	0	277
201412180000	交大	-2.9	0	260	0	////	////	////	-2.4	-3.2	0	260
201412180010	交大	-2.9	0	119	0	////	////	////	-2.9	-3.1	0	119
201412180020	交大	-3.1	0	77	0	////	////	////	-2.8	-3.1	0	77
201412180040	交大	-3.3	0	277	0	////	////	////	-2.8	-3.4	0	277
201412180100	交大	-3.3	0	257	0	////	////	////	-2.8	-3.4	0	257
201412180110	交大	-3.4	0	274	0	////	////	////	-3.2	-3.4	0	274
201412180120	交大	-3.4	0	232	0	////	////	////	-3.2	-3.4	0	232
201412180130	交大	-3.7	0	251	0	////	////	////	-3.2	-3.8	0	251
201412180140	交大	-3.6	0	271	0	////	////	////	-3.2	-3.8	0	271
201412180150	交大	-3.5	0	282	0	////	////	////	-3.2	-3.8	0	282
201412180200	交大	-3.6	0	277	0	////	////	////	-3.2	-3.8	0	277
201412180210	交大	-3.4	0	291	0	////	////	////	-3.4	-3.6	0	291
201412180220	交大	-3.4	0	263	0	////	////	////	-3.3	-3.6	0	263
201412180230	交大	-3.9	0	268	0	////	////	////	-3.3	-3.9	0	268
201412180240	交大	-3.8	0	254	0	////	////	////	-3.3	-4	0	254
201412180250	交大	-3.7	0	316	0	////	////	////	-3.3	-4	0	316
201412180300	交大	-3.9	0	173	0	////	////	////	-3.3	-4	0	173
201412180320	交大	-3.9	0	246	0	////	////	////	-3.8	-4.1	0	246
201412180330	交大	-4	0	257	0	////	////	////	-3.8	-4.1	0	257
201412180340	交大	-4	0	268	0	////	////	////	-3.8	-4.1	0	268
201412180350	交大	-3.8	0	195	0	////	////	////	-3.8	-4.1	0	195
201412180400	交大	-4.3	0	263	0	////	////	////	-3.8	-4.3	0	263
201412180410	交大	-4.2	0	268	0.6	////	////	////	-4.2	-4.4	0.9	274
201412180420	交大	-3.7	0	232	0	////	////	////	-3.7	-4.4	1.1	265
201412180430	交大	-3.8	0	223	0	////	////	////	-3.6	-4.4	1.1	265
201412180440	交大	-3.9	0	142	0	////	////	////	-3.6	-4.4	1.1	265
201412180450	交大	-4	0	268	0	////	////	////	-3.6	-4.4	1.1	265
201412180500	交大	-4	0	265	0	////	////	////	-3.6	-4.4	1.1	265
201412180510	交大	-3.9	0	187	0	////	////	////	-3.9	-4	0	187
201412180520	交大	-4	0	4	0	////	////	////	-3.9	-4	0	4
201412180530	交大	-3.9	0	49	0	////	////	////	-3.9	-4.1	0	49
201412180540	交大	-4.5	0	105	0	////	////	////	-3.9	-4.5	0	105
201412180550	交大	-4.1	0	350	0	////	////	////	-3.9	-4.5	0	350
201412180600	交大	-4.4	0	218	0	////	////	////	-3.9	-4.5	0	218
201412180610	交大	-4.4	0	277	0	////	////	////	-4.4	-4.6	0	277
201412180620	交大	-4.1	0	246	0	////	////	////	-4.1	-4.6	0	246
201412180630	交大	-4.1	0	226	0	////	////	////	-4	-4.6	0	226
201412180640	交大	-4.3	0	223	0	////	////	////	-4	-4.6	0	223
201412180650	交大	-4.3	0	246	0	////	////	////	-4	-4.6	0	246
201412180700	交大	-4.1	0	1	0	////	////	////	-4	-4.6	0	1
201412180710	交大	-3.7	0	153	0	////	////	////	-3.7	-4.1	0	153
201412180720	交大	-3.4	0	133	0	////	////	////	-3.4	-4.1	0	133
201412180730	交大	-3.3	0	229	0	////	////	////	-3.3	-4.1	0	229
201412180740	交大	-2.7	0	240	0	////	////	////	-2.7	-4.1	0	240
201412180750	交大	-2.1	0	271	0	////	////	////	-2.1	-4.1	0	271
201412180800	交大	-1.1	0	97	0	////	////	////	-1.1	-4.1	0	97
201412180810	交大	-0.4	0	271	0	////	////	////	-0.4	-1	0	271
201412180820	交大	0.2	0	308	0	////	////	////	0.2	-1	0.3	282
201412180830	交大	1.3	0	243	0	////	////	////	1.3	-1	0.3	282
201412180840	交大	2.6	0	271	0	////	////	////	2.6	-1	1.1	285
201412180850	交大	3.5	0	254	0	////	////	////	3.5	-1	1.1	285
201412180900	交大	4.3	0	330	0.3	////	////	////	4.3	-1	1.1	285
201412180910	交大	4.9	0	296	0	////	////	////	4.9	4.4	0.5	310
201412180920	交大	5.3	0	319	0.1	////	////	////	5.3	4.4	0.5	310
201412180930	交大	5.4	0	12	1.6	////	////	////	5.4	4.4	1.6	12
201412180940	交大	5.8	0	38	0.7	////	////	////	5.9	4.4	2	71
201412180950	交大	6.1	0	38	0.9	////	////	////	6.1	4.4	2	71
201412181000	交大	6.3	0	97	1.5	////	////	////	6.3	4.4	2.3	99
201412181010	交大	6.4	0	46	1.8	////	////	////	6.8	6.3	3.8	108
201412181020	交大	6.6	0	40	0.6	////	////	////	6.8	6.3	3.8	108
201412181030	交大	6.9	0	265	0.4	////	////	////	7.1	6.3	3.8	108
201412181040	交大	7.6	0	142	2.3	////	////	////	7.6	6.3	3.8	108
201412181050	交大	7.3	0	105	1.2	////	////	////	7.9	6.3	3.8	108
201412181100	交大	7.4	0	29	2.5	////	////	////	7.9	6.3	3.8	108
201412181110	交大	7.5	0	38	2.2	////	////	////	7.6	7.2	3.1	94
201412181120	交大	7.6	0	105	2.1	////	////	////	7.9	7.2	4.2	102
201412181130	交大	8.3	0	133	0.8	////	////	////	8.5	7.2	4.2	102
201412181140	交大	8.9	0	167	1.3	////	////	////	8.9	7.2	4.2	102
201412181150	交大	9.1	0	74	2.6	////	////	////	9.2	7.2	4.5	142
201412181200	交大	9.2	0	91	1.7	////	////	////	9.2	7.2	4.5	142
201412181210	交大	8.7	0	77	2	////	////	////	8.9	8.5	4	71
201412181220	交大	9.2	0	108	1.1	////	////	////	9.2	8.5	4	71
201412181230	交大	9.2	0	268	0.8	////	////	////	9.2	8.5	4	71
201412181240	交大	9.9	0	133	1.7	////	////	////	10.4	8.5	4	71
201412181250	交大	9.9	0	153	0.9	////	////	////	10.4	8.5	4	71
201412181300	交大	8.9	0	333	0.3	////	////	////	10.4	8.5	4.5	88
201412181310	交大	9.5	0	102	1.4	////	////	////	9.5	8.9	3.3	164
201412181320	交大	9.9	0	173	0.9	////	////	////	9.9	8.9	3.3	164
201412181330	交大	9.8	0	268	0.4	////	////	////	10.1	8.9	3.3	164
201412181340	交大	9.9	0	133	2.4	////	////	////	10.3	8.9	3.3	164
201412181350	交大	9.7	0	85	2.5	////	////	////	10.3	8.9	4.3	130
201412181400	交大	10.2	0	189	2.7	////	////	////	10.3	8.9	4.3	130
201412181410	交大	10.1	0	108	2.6	////	////	////	10.2	9.4	4.9	130
201412181420	交大	10.3	0	203	1.9	////	////	////	10.3	9.2	4.9	130
201412181430	交大	9.7	0	97	1.5	////	////	////	10.4	9.2	4.9	130
201412181440	交大	9.5	0	144	1.1	////	////	////	10.4	9.2	4.9	130
201412181450	交大	9.1	0	167	1.1	////	////	////	10.4	9	4.9	130
201412181500	交大	9.4	0	74	1.5	////	////	////	10.4	9	4.9	130
201412181510	交大	9.5	0	150	2	////	////	////	9.5	9.3	3	142
201412181520	交大	9.6	0	142	2	////	////	////	9.8	9.3	3	142
201412181530	交大	9.1	0	113	1.3	////	////	////	9.8	8.9	4.3	85
201412181540	交大	8.8	0	105	1.5	////	////	////	9.8	8.8	4.3	85
201412181550	交大	8.6	0	128	0.3	////	////	////	9.8	8.6	4.3	85
201412181600	交大	8.5	0	142	1.9	////	////	////	9.8	8.5	4.3	85
201412181610	交大	8.4	0	142	1.8	////	////	////	8.5	8.4	3	122
201412181620	交大	8.3	0	119	0.6	////	////	////	8.5	8.3	4.2	142
201412181630	交大	8.1	0	147	3.5	////	////	////	8.5	8.1	4.4	150
201412181640	交大	7.7	0	113	1.5	////	////	////	8.5	7.7	4.4	150
201412181650	交大	7.4	0	119	0.3	////	////	////	8.5	7.4	4.4	150
201412181700	交大	7.1	0	133	0.6	////	////	////	8.5	7	4.4	150
201412181710	交大	7.1	0	108	0.5	////	////	////	7.1	6.8	3.7	108
201412181720	交大	6.9	0	119	1.5	////	////	////	7.1	6.8	3.7	108
201412181730	交大	6.3	0	113	0.1	////	////	////	7.1	6.3	3.7	108
201412181740	交大	5.7	0	119	2.1	////	////	////	7.1	5.7	3.7	108
201412181750	交大	5.2	0	130	1.4	////	////	////	7.1	5.2	3.7	108
201412181800	交大	5.5	0	133	1.9	////	////	////	7.1	5.2	3.7	108
201412181810	交大	5.9	0	97	1.5	////	////	////	5.9	5.5	2.9	128
201412181820	交大	5.5	0	83	1.1	////	////	////	5.9	5.5	2.9	128
201412181830	交大	5	0	111	0.4	////	////	////	5.9	5	2.9	128
201412181840	交大	4.9	0	102	0.8	////	////	////	5.9	4.9	2.9	128
201412181850	交大	4.7	0	116	0.9	////	////	////	5.9	4.7	2.9	128
201412181900	交大	4.5	0	147	0.3	////	////	////	5.9	4.5	2.9	128
201412181910	交大	4.4	0	133	1.6	////	////	////	4.5	4.4	2.2	94
201412181920	交大	4.4	0	102	1.4	////	////	////	4.5	4.3	2.2	94
201412181930	交大	4.2	0	116	1.3	////	////	////	4.5	4.2	2.4	113
201412181950	交大	4.4	0	142	0.7	////	////	////	4.7	4.2	2.7	113
201412182000	交大	4.5	0	119	0.1	////	////	////	4.7	4.2	2.7	113
201412182010	交大	4.5	0	108	1	////	////	////	4.6	4.4	2	108
201412182020	交大	4.4	0	105	0.9	////	////	////	4.6	4.4	2	108
201412182030	交大	4	0	83	1.5	////	////	////	4.6	4	2	108
201412182040	交大	4.1	0	108	1.8	////	////	////	4.6	4	2.2	88
201412182050	交大	4.5	0	85	0.9	////	////	////	4.6	4	2.7	105
201412182100	交大	4.3	0	105	0.6	////	////	////	4.6	4	2.7	105
201412182110	交大	4	0	80	1	////	////	////	4.2	3.9	2	125
201412182130	交大	4.5	0	113	2	////	////	////	4.5	3.9	2.9	99
201412182140	交大	4.6	0	139	0.7	////	////	////	4.7	3.9	2.9	99
201412182150	交大	4.3	0	105	1.8	////	////	////	4.7	3.9	2.9	99
201412182200	交大	4.1	0	105	1.8	////	////	////	4.7	3.9	2.9	105
201412182210	交大	4.4	0	74	1.4	////	////	////	4.4	4.2	3	102
201412182220	交大	4.3	0	77	0.7	////	////	////	4.5	4.2	3	102
201412182230	交大	3.8	0	105	1.7	////	////	////	4.5	3.8	3	102
201412182240	交大	3.7	0	173	0.1	////	////	////	4.5	3.6	3	102
201412182250	交大	3.5	0	97	0.8	////	////	////	4.5	3.5	3	102
201412182300	交大	3.9	0	108	1.1	////	////	////	4.5	3.5	3	102
201412182310	交大	4.6	0	122	1.1	////	////	////	4.6	4	2.1	94
201412182320	交大	5	0	158	1.1	////	////	////	5	4	2.9	113
201412182330	交大	5.2	0	71	1	////	////	////	5.2	4	3.3	128
201412182340	交大	5.1	0	102	1.6	////	////	////	5.2	4	3.3	128
201412182350	交大	5	0	119	0.3	////	////	////	5.2	4	3.3	128
201412190000	交大	4.9	0	128	1.1	////	////	////	5.2	4	3.3	128
201412190010	交大	4.5	0	119	0	////	////	////	4.9	4.5	1.9	125
201412190020	交大	4.4	0	74	0.5	////	////	////	4.9	4.4	1.9	125
201412190030	交大	3.8	0	105	0.3	////	////	////	4.9	3.8	1.9	125
201412190040	交大	3.8	0	102	0.9	////	////	////	4.9	3.7	1.9	125
201412190050	交大	3.9	0	102	1.1	////	////	////	4.9	3.7	1.9	99
201412190100	交大	4.5	0	125	0.3	////	////	////	4.9	3.7	2.2	105
201412190110	交大	5	0	144	0.4	////	////	////	5	4.5	2.4	119
201412190120	交大	5.2	0	113	0	////	////	////	5.2	4.5	2.4	119
201412190130	交大	5.4	0	97	0	////	////	////	5.4	4.5	2.4	119
201412190140	交大	5.4	0	139	0.4	////	////	////	5.4	4.5	2.4	119
201412190150	交大	5.4	0	94	0.8	////	////	////	5.4	4.5	2.4	119
201412190200	交大	5.2	0	113	0.7	////	////	////	5.4	4.5	2.4	119
201412190210	交大	5	0	111	0	////	////	////	5.2	5	1	108
201412190220	交大	4.8	0	139	0.8	////	////	////	5.2	4.8	1.5	111
201412190230	交大	4.9	0	215	0	////	////	////	5.2	4.8	1.5	111
201412190240	交大	4.8	0	251	0	////	////	////	5.2	4.8	1.5	111
201412190250	交大	4.9	0	268	0	////	////	////	5.2	4.8	1.5	111
201412190300	交大	4.8	0	195	0	////	////	////	5.2	4.8	1.5	111
201412190310	交大	4.7	0	116	0	////	////	////	4.8	4.7	0	116
201412190320	交大	4.7	0	122	0	////	////	////	4.8	4.6	0	122
201412190330	交大	4.7	0	119	0	////	////	////	4.8	4.6	0.6	119
201412190340	交大	4.7	0	119	0	////	////	////	4.8	4.6	0.9	116
201412190350	交大	5.1	0	119	0	////	////	////	5.1	4.6	1.5	125
201412190400	交大	5.1	0	119	0	////	////	////	5.2	4.6	1.5	125
201412190410	交大	5.1	0	187	0	////	////	////	5.1	5.1	0.8	175
201412190420	交大	5	0	139	0.9	////	////	////	5.1	5	1.3	175
201412190430	交大	5.8	0	102	1	////	////	////	5.8	5	2.1	108
201412190440	交大	5.8	0	102	0.7	////	////	////	5.9	5	2.1	108
201412190450	交大	5.6	0	128	0	////	////	////	5.9	5	2.1	108
201412190500	交大	5.6	0	130	1.1	////	////	////	5.9	5	2.1	108
201412190510	交大	5.6	0	119	0.6	////	////	////	5.7	5.6	1.5	147
201412190520	交大	5.3	0	74	0	////	////	////	5.7	5.3	1.5	147
201412190530	交大	5.1	0	52	0	////	////	////	5.7	5.1	1.5	147
201412190540	交大	4.9	0	97	0	////	////	////	5.7	4.9	1.5	147
201412190550	交大	4.7	0	105	0	////	////	////	5.7	4.7	1.5	147
201412190600	交大	4.6	0	102	0.6	////	////	////	5.7	4.6	1.5	147
201412190610	交大	4.5	0	122	0.9	////	////	////	4.5	4.4	1.1	108
201412190620	交大	4.7	0	111	0.4	////	////	////	4.7	4.4	1.3	111
201412190630	交大	5	0	80	0	////	////	////	5	4.4	1.3	111
201412190640	交大	5	0	74	0	////	////	////	5.1	4.4	1.3	111
201412190650	交大	4.8	0	111	0	////	////	////	5.1	4.4	1.3	111
201412190700	交大	4.8	0	113	0.9	////	////	////	5.1	4.4	1.3	111
201412190710	交大	5	0	108	0.3	////	////	////	5	4.8	0.8	116
201412190720	交大	5.1	0	116	0	////	////	////	5.1	4.8	0.8	116
201412190730	交大	5.2	0	153	0	////	////	////	5.2	4.8	0.9	113
201412190740	交大	5.4	0	251	0	////	////	////	5.4	4.8	0.9	113
201412190750	交大	5.8	0	293	0	////	////	////	5.8	4.8	0.9	113
201412190800	交大	6.3	0	175	0	////	////	////	6.3	4.8	0.9	113
201412190810	交大	6.7	0	150	0	////	////	////	6.7	6.4	0	150
201412190820	交大	7.1	0	71	0	////	////	////	7.1	6.4	0	71
201412190830	交大	7.7	0	91	0	////	////	////	7.7	6.4	0.1	122
201412190840	交大	8.4	0	285	0	////	////	////	8.4	6.4	0.1	122
201412190850	交大	8.7	0	254	0.1	////	////	////	8.7	6.4	1.3	279
201412190900	交大	8.6	0	277	0.9	////	////	////	8.7	6.4	1.9	257
201412190910	交大	9.1	0	263	0.8	////	////	////	9.1	8.6	1.8	274
201412190920	交大	9	0	265	1.2	////	////	////	9.4	8.6	2.4	257
201412190930	交大	9.7	0	277	0.8	////	////	////	9.7	8.6	2.4	257
201412190940	交大	9.9	0	333	0.3	////	////	////	10	8.6	2.4	308
201412190950	交大	9.7	0	288	0.2	////	////	////	10	8.6	2.4	308
201412191000	交大	9.6	0	324	1.5	////	////	////	10	8.6	2.8	254
201412191010	交大	9.9	0	285	0.3	////	////	////	9.9	9.6	1.8	285
201412191020	交大	10	0	198	0	////	////	////	10	9.6	1.8	285
201412191030	交大	10.3	0	257	1.1	////	////	////	10.6	9.6	2.2	260
201412191040	交大	10.2	0	263	1.9	////	////	////	10.6	9.6	2.5	268
201412191050	交大	10.5	0	189	0.5	////	////	////	10.6	9.6	2.5	268
201412191100	交大	10.5	0	203	0	////	////	////	10.8	9.6	2.5	268
201412191110	交大	10.6	0	161	0	////	////	////	10.7	10.6	1.8	277
201412191120	交大	10.8	0	189	0	////	////	////	10.8	10.5	2.3	187
201412191130	交大	11.2	0	271	0	////	////	////	11.3	10.5	2.3	187
201412191140	交大	10.8	0	296	0.4	////	////	////	11.3	10.5	2.3	187
201412191150	交大	11.3	0	206	1.3	////	////	////	11.3	10.5	2.3	187
201412191200	交大	11.3	0	243	0.9	////	////	////	11.4	10.5	2.3	187
201412191210	交大	11.3	0	285	0	////	////	////	11.6	11.3	1.7	209
201412191220	交大	11.1	0	291	0.8	////	////	////	11.6	11.1	1.7	209
201412191230	交大	11.1	0	265	0	////	////	////	11.6	11.1	2.2	302
201412191240	交大	11	0	268	0	////	////	////	11.6	11	2.2	302
201412191250	交大	11.2	0	344	1.9	////	////	////	11.6	11	2.2	341
201412191300	交大	11.3	0	344	0	////	////	////	11.6	11	2.2	341
201412191310	交大	11.5	0	257	0.8	////	////	////	11.5	11.3	1.6	285
201412191320	交大	11.6	0	336	0	////	////	////	11.6	11.3	1.6	302
201412191330	交大	11.6	0	223	0	////	////	////	11.6	11.3	2.2	277
201412191340	交大	11.6	0	279	0.4	////	////	////	11.6	11.3	2.9	277
201412191350	交大	11.6	0	288	0.6	////	////	////	11.6	11.3	2.9	277
201412191400	交大	11.8	0	316	0.3	////	////	////	11.9	11.3	2.9	277
201412191410	交大	11.5	0	240	1.4	////	////	////	11.7	11.5	3	268
201412191420	交大	11.5	0	274	1.3	////	////	////	11.7	11.4	3	268
201412191430	交大	11.3	0	164	0	////	////	////	11.7	11.3	4.2	341
201412191440	交大	11.4	0	260	0.4	////	////	////	11.7	11.2	4.2	341
201412191450	交大	11.4	0	302	0	////	////	////	11.7	11.2	4.2	341
201412191500	交大	11.6	0	302	0	////	////	////	11.7	11.2	4.2	341
201412191510	交大	11.4	0	282	1.6	////	////	////	11.7	11.4	3.8	322
201412191520	交大	11.1	0	279	0.8	////	////	////	11.7	11.1	3.8	322
201412191530	交大	10.8	0	338	2.2	////	////	////	11.7	10.8	3.8	322
201412191540	交大	10.6	0	316	0.4	////	////	////	11.7	10.6	3.8	322
201412191550	交大	10.4	0	313	1.9	////	////	////	11.7	10.4	4.6	316
201412191600	交大	10	0	232	0.8	////	////	////	11.7	10	4.6	316
201412191610	交大	9.7	0	322	0.8	////	////	////	10	9.7	3.2	308
201412191620	交大	9.6	0	240	0.4	////	////	////	10	9.6	3.2	308
201412191630	交大	9.4	0	285	0.5	////	////	////	10	9.4	3.2	308
201412191640	交大	9.3	0	333	3.8	////	////	////	10	9.3	4.1	347
201412191650	交大	9.1	0	344	0.6	////	////	////	10	9.1	4.1	347
201412191700	交大	9	0	316	1	////	////	////	10	8.9	4.1	347
201412191710	交大	8.9	0	52	0	////	////	////	9	8.9	1.9	296
201412191720	交大	8.9	0	12	0.8	////	////	////	9	8.9	3	327
201412191730	交大	9	0	358	1.4	////	////	////	9	8.9	5.6	322
201412191740	交大	8.9	0	341	2	////	////	////	9	8.9	5.6	322
201412191750	交大	8.9	0	344	0.5	////	////	////	9	8.9	5.6	322
201412191800	交大	8.9	0	358	1.1	////	////	////	9	8.9	5.6	322
201412191810	交大	8.9	0	344	0	////	////	////	8.9	8.9	2.5	29
201412191820	交大	8.7	0	150	0	////	////	////	8.9	8.7	2.5	29
201412191830	交大	8.6	0	32	0	////	////	////	8.9	8.5	2.5	29
201412191840	交大	8.5	0	265	0	////	////	////	8.9	8.5	2.5	29
201412191850	交大	8.1	0	243	0.7	////	////	////	8.9	8.1	2.5	29
201412191900	交大	8.1	0	336	0	////	////	////	8.9	8.1	2.5	29
201412191910	交大	8	0	277	0	////	////	////	8.1	8	0.8	308
201412191920	交大	7.9	0	187	0	////	////	////	8.1	7.9	1.1	327
201412191930	交大	7.9	0	246	0.1	////	////	////	8.1	7.9	1.8	324
201412191940	交大	7.5	0	277	0	////	////	////	8.1	7.5	1.8	324
201412191950	交大	7	0	251	0	////	////	////	8.1	7	1.8	324
201412192000	交大	6.9	0	246	0	////	////	////	8.1	6.9	1.8	324
201412192010	交大	6.4	0	293	0	////	////	////	6.9	6.4	0	293
201412192020	交大	5.7	0	265	0	////	////	////	6.9	5.7	0	265
201412192030	交大	5.4	0	226	0	////	////	////	6.9	5.4	0.5	265
201412192040	交大	5	0	265	0.4	////	////	////	6.9	5	0.5	265
201412192050	交大	4.6	0	251	0	////	////	////	6.9	4.6	0.5	265
201412192100	交大	4.5	0	277	0	////	////	////	6.9	4.5	0.5	265
201412192110	交大	4.2	0	277	0	////	////	////	4.4	4.2	0	277
201412192120	交大	4	0	257	0	////	////	////	4.4	4	0	257
201412192130	交大	4	0	310	0	////	////	////	4.4	3.9	0	310
201412192140	交大	3.8	0	263	0	////	////	////	4.4	3.8	0	263
201412192150	交大	3.8	0	263	0	////	////	////	4.4	3.8	0	263
201412192200	交大	3.9	0	319	0.9	////	////	////	4.4	3.6	2.1	308
201412192210	交大	4.5	0	268	1.9	////	////	////	4.5	4	2.6	288
201412192220	交大	4.8	0	265	0.5	////	////	////	5	4	2.6	288
201412192230	交大	4.6	0	291	0.6	////	////	////	5	4	2.6	288
201412192240	交大	4.4	0	302	0	////	////	////	5	4	2.6	288
201412192250	交大	4.1	0	257	0	////	////	////	5	4	2.6	288
201412192300	交大	4.6	0	288	0.6	////	////	////	5	4	2.6	288
